Customer_ID,Age,Gender,Location,Annual_Income,Browsing_Time_per_Week_Hours,Purchase_Frequency_Per_Month,Impact_of_Dynamic_Pricing_on_Purchase,Perception_of_Amazon_Revenue_Growth_due_to_Dynamic_Pricing,Perception_of_Competition_in_Amazon_Marketplace,Likely_to_Recommend_Amazon_Based_on_Pricing
3727,50,Female,Asia,168800,1.64,5,High Impact,Negative Impact,No Change,Unlikely
3728,58,Female,South America,61926,24.53,1,High Impact,Negative Impact,Increased Competition,Highly Unlikely
3729,64,Female,Europe,191011,24.94,2,Low Impact,Significant Growth,Decreased Competition,Highly Unlikely
3730,47,Male,Asia,145797,4.87,7,High Impact,Moderate Growth,Increased Competition,Highly Likely
3731,42,Male,North America,176587,11.94,4,Moderate Impact,Significant Growth,Decreased Competition,Likely
3732,34,Female,North America,184829,12.13,3,Low Impact,Significant Growth,Increased Competition,Highly Likely
3733,22,Female,Australia,48694,1.77,13,High Impact,No Growth,Increased Competition,Highly Unlikely
3734,47,Other,Europe,29821,24.77,1,Low Impact,No Growth,No Change,Highly Unlikely
3735,29,Male,South America,192238,23.74,0,High Impact,Significant Growth,Decreased Competition,Highly Unlikely
3736,57,Male,Asia,86163,5.61,8,Low Impact,No Growth,Decreased Competition,Highly Likely
3737,49,Female,North America,128227,18.51,15,Low Impact,Moderate Growth,Increased Competition,Highly Unlikely
3738,30,Female,South America,162907,8.13,5,Low Impact,Negative Impact,Decreased Competition,Highly Unlikely
3739,36,Female,Asia,174880,7.05,9,High Impact,Significant Growth,Decreased Competition,Likely
3740,30,Other,North America,172028,2.3,10,High Impact,Moderate Growth,No Change,Unlikely
3741,49,Other,South America,51991,9.98,7,High Impact,Significant Growth,No Change,Likely
3742,67,Male,Australia,171405,7.06,18,Low Impact,Moderate Growth,Increased Competition,Highly Likely
3743,30,Female,Europe,82204,12.24,8,Moderate Impact,Negative Impact,No Change,Unlikely
3744,67,Male,North America,69831,25.54,8,Moderate Impact,Negative Impact,No Change,Likely
3745,55,Male,North America,192416,27.91,15,High Impact,No Growth,Increased Competition,Highly Unlikely
3746,24,Female,South America,48779,11.35,14,No Impact,Significant Growth,No Change,Likely
3747,67,Female,Asia,98786,21.41,7,Moderate Impact,No Growth,No Change,Unlikely
3748,29,Male,North America,93444,27.41,18,High Impact,Negative Impact,No Change,Highly Likely
3749,36,Other,Asia,196684,12.76,14,Low Impact,No Growth,No Change,Highly Likely
3750,65,Other,Europe,192092,19.57,14,Low Impact,Negative Impact,No Change,Unlikely
3751,42,Male,Asia,116321,2.57,16,No Impact,Significant Growth,Increased Competition,Highly Unlikely
3752,58,Female,Australia,86933,5.82,6,Moderate Impact,Negative Impact,Decreased Competition,Likely
3753,68,Male,Europe,168303,5.33,16,Low Impact,No Growth,No Change,Unlikely
3754,28,Other,South America,130379,25.5,5,High Impact,Significant Growth,Increased Competition,Highly Unlikely
3755,46,Female,South America,184159,15.79,19,No Impact,No Growth,Decreased Competition,Highly Unlikely
3756,40,Male,South America,192742,15.29,3,Low Impact,Moderate Growth,Decreased Competition,Highly Likely
3757,59,Male,Asia,176377,5.92,9,Low Impact,Negative Impact,Increased Competition,Highly Unlikely
3758,40,Female,Europe,106539,8.75,15,Low Impact,Negative Impact,Decreased Competition,Highly Likely
3759,40,Male,Europe,33889,14.08,3,Low Impact,Moderate Growth,No Change,Likely
3760,55,Other,Asia,79004,11.62,15,No Impact,Negative Impact,Increased Competition,Likely
3761,47,Female,Asia,164031,5.66,10,Low Impact,No Growth,No Change,Unlikely
3762,48,Other,North America,114473,9.79,1,High Impact,Negative Impact,Increased Competition,Unlikely
3763,31,Male,Australia,184618,14.2,1,High Impact,No Growth,No Change,Likely
3764,55,Female,South America,93980,25.21,6,No Impact,No Growth,No Change,Likely
3765,41,Male,Australia,105061,28.85,9,No Impact,No Growth,No Change,Highly Likely
3766,30,Other,Europe,193483,16.19,17,No Impact,Significant Growth,Increased Competition,Highly Likely
3767,62,Other,Australia,142896,20.49,15,Low Impact,No Growth,No Change,Likely
3768,54,Female,Australia,33031,25.13,15,Low Impact,No Growth,Decreased Competition,Likely
3769,65,Other,Asia,129634,10.66,14,Low Impact,Negative Impact,No Change,Likely
3770,23,Female,Australia,89380,19.56,10,Moderate Impact,Negative Impact,Decreased Competition,Unlikely
3771,38,Male,South America,163490,1.26,15,Low Impact,Negative Impact,Increased Competition,Likely
3772,52,Other,Australia,157456,8.12,17,Low Impact,Moderate Growth,Increased Competition,Highly Likely
3773,18,Male,South America,122219,2.28,1,Low Impact,Significant Growth,No Change,Likely
3774,36,Male,North America,39625,10.94,5,Low Impact,No Growth,No Change,Highly Likely
3775,26,Other,Asia,43578,21.79,10,Low Impact,Negative Impact,No Change,Unlikely
3776,61,Female,Australia,183156,25.19,17,Moderate Impact,Negative Impact,Decreased Competition,Unlikely
3777,29,Male,Australia,50694,21.72,2,Low Impact,No Growth,No Change,Unlikely
3778,46,Male,Europe,71847,14.03,5,High Impact,No Growth,No Change,Highly Unlikely
3779,60,Female,Asia,35605,23.24,16,Low Impact,Significant Growth,Increased Competition,Highly Likely
3780,29,Female,North America,128878,28.18,6,Low Impact,Significant Growth,Increased Competition,Highly Unlikely
3781,21,Other,Europe,49500,25.95,6,High Impact,No Growth,Increased Competition,Highly Unlikely
3782,62,Other,Asia,67932,16.64,3,Low Impact,No Growth,Decreased Competition,Highly Likely
3783,20,Female,South America,103420,17.89,15,High Impact,Moderate Growth,No Change,Likely
3784,58,Female,South America,42315,21.12,13,No Impact,Moderate Growth,Increased Competition,Likely
3785,56,Male,Asia,117530,11.9,12,No Impact,No Growth,Decreased Competition,Highly Likely
3786,41,Male,Asia,112740,20.61,17,Moderate Impact,No Growth,No Change,Highly Likely
3787,30,Male,North America,32235,9.05,16,High Impact,Significant Growth,Increased Competition,Highly Likely
3788,67,Other,Australia,110675,29.86,6,Moderate Impact,Moderate Growth,Increased Competition,Highly Unlikely
3789,66,Male,Europe,99720,28.26,0,No Impact,Negative Impact,Decreased Competition,Highly Unlikely
3790,52,Female,Europe,145697,26.85,19,Low Impact,No Growth,No Change,Highly Unlikely
3791,25,Other,North America,161683,15.23,15,Moderate Impact,Significant Growth,Increased Competition,Unlikely
3792,31,Male,North America,79487,2.77,16,No Impact,Moderate Growth,No Change,Unlikely
3793,66,Female,Australia,132188,1.29,15,No Impact,Moderate Growth,Decreased Competition,Likely
3794,58,Other,Europe,60136,21.23,16,High Impact,Negative Impact,Increased Competition,Highly Unlikely
3795,51,Other,Europe,161226,26.73,3,No Impact,Moderate Growth,No Change,Highly Unlikely
3796,56,Other,South America,74414,22.82,7,Moderate Impact,Negative Impact,Increased Competition,Highly Likely
3797,21,Other,North America,184854,24.55,19,Low Impact,Negative Impact,Decreased Competition,Highly Unlikely
3798,57,Male,Europe,116892,13.27,4,Low Impact,Negative Impact,Increased Competition,Highly Likely
3799,31,Other,North America,87430,19.82,9,High Impact,Negative Impact,Decreased Competition,Highly Likely
3800,62,Female,Europe,35585,23.86,7,Low Impact,Significant Growth,Decreased Competition,Highly Likely
3801,59,Male,South America,36015,26.33,14,High Impact,No Growth,No Change,Highly Unlikely
3802,69,Male,Europe,27801,2.75,0,Moderate Impact,No Growth,Decreased Competition,Highly Unlikely
3803,60,Female,Asia,103564,20.5,6,Moderate Impact,Negative Impact,Decreased Competition,Highly Likely
3804,54,Male,North America,112938,4.76,2,Low Impact,Negative Impact,Increased Competition,Unlikely
3805,19,Male,North America,25817,27.62,6,No Impact,Negative Impact,No Change,Unlikely
3806,52,Male,South America,151268,13.7,8,Low Impact,No Growth,Increased Competition,Likely
3807,19,Female,Asia,126078,15.5,12,No Impact,Negative Impact,Decreased Competition,Highly Likely
3808,63,Male,Australia,167744,15.26,19,No Impact,Moderate Growth,No Change,Highly Unlikely
3809,63,Male,North America,147743,18.39,8,High Impact,Moderate Growth,No Change,Likely
3810,34,Female,South America,112221,7.14,10,No Impact,Negative Impact,Decreased Competition,Likely
3811,44,Male,South America,117388,29.3,10,Moderate Impact,Significant Growth,Decreased Competition,Highly Unlikely
3812,63,Male,Australia,108492,25.19,14,No Impact,Negative Impact,No Change,Highly Unlikely
3813,58,Female,Europe,147300,16.54,18,No Impact,Significant Growth,Increased Competition,Likely
3814,49,Female,Australia,197820,17.28,3,Moderate Impact,No Growth,Decreased Competition,Likely
3815,19,Male,South America,144783,14.08,16,Moderate Impact,Significant Growth,Decreased Competition,Unlikely
3816,44,Female,North America,163544,18.1,6,High Impact,No Growth,Decreased Competition,Highly Likely
3817,44,Other,South America,115376,25.1,9,Moderate Impact,Negative Impact,Increased Competition,Highly Unlikely
3818,50,Female,Australia,179812,29.64,11,Low Impact,Negative Impact,Decreased Competition,Highly Unlikely
3819,29,Male,Asia,99608,10.75,10,No Impact,Negative Impact,No Change,Highly Unlikely
3820,37,Other,Asia,97432,13.17,4,No Impact,No Growth,No Change,Highly Likely
3821,61,Other,South America,25004,26.32,7,High Impact,Significant Growth,Increased Competition,Highly Unlikely
3822,21,Male,Europe,98381,26.64,1,High Impact,Negative Impact,No Change,Highly Unlikely
3823,32,Female,South America,121278,24.53,5,Low Impact,Moderate Growth,No Change,Highly Likely
3824,37,Other,South America,114143,13.55,11,Low Impact,No Growth,No Change,Highly Unlikely
3825,35,Female,Europe,122546,22.41,4,No Impact,No Growth,Increased Competition,Highly Unlikely
3826,49,Female,Australia,171753,19.51,3,Moderate Impact,Significant Growth,Increased Competition,Highly Likely
3827,19,Male,Europe,170194,21.9,2,Moderate Impact,Moderate Growth,Decreased Competition,Unlikely
3828,53,Female,Australia,195317,23.83,16,Moderate Impact,No Growth,Increased Competition,Likely
3829,63,Other,Australia,141279,17.42,0,No Impact,Moderate Growth,Decreased Competition,Unlikely
3830,32,Female,South America,198894,23.37,12,No Impact,Negative Impact,Increased Competition,Likely
3831,69,Male,North America,191204,18.87,4,Low Impact,Significant Growth,No Change,Highly Unlikely
3832,19,Female,North America,64904,2.96,5,Low Impact,No Growth,No Change,Likely
3833,66,Other,Europe,144363,9.14,18,No Impact,Significant Growth,No Change,Highly Likely
3834,32,Female,South America,81814,10.08,13,High Impact,Negative Impact,Increased Competition,Unlikely
3835,34,Male,Asia,186413,22.89,9,Moderate Impact,Moderate Growth,Increased Competition,Likely
3836,68,Other,South America,106262,16.8,10,Low Impact,Significant Growth,Decreased Competition,Likely
3837,32,Female,Asia,104496,24.95,18,Low Impact,Moderate Growth,Increased Competition,Highly Unlikely
3838,49,Female,North America,27035,27.61,2,Moderate Impact,Negative Impact,Increased Competition,Unlikely
3839,23,Male,Europe,87618,9.64,12,Moderate Impact,No Growth,Decreased Competition,Unlikely
3840,48,Other,Australia,173431,5.28,18,Low Impact,No Growth,Decreased Competition,Highly Unlikely
3841,49,Male,Europe,135486,5.04,13,Moderate Impact,No Growth,No Change,Highly Unlikely
3842,32,Male,Europe,91685,19.38,3,Low Impact,Negative Impact,Increased Competition,Highly Unlikely
3843,57,Male,Asia,110775,25.96,12,Moderate Impact,Significant Growth,Increased Competition,Unlikely
3844,44,Female,Australia,103953,15.25,8,No Impact,Moderate Growth,Decreased Competition,Highly Unlikely
3845,30,Female,Australia,29537,7.65,5,Low Impact,No Growth,Decreased Competition,Likely
3846,21,Other,North America,116537,8.16,15,High Impact,No Growth,Increased Competition,Highly Unlikely
3847,57,Male,Asia,74473,20.4,9,Moderate Impact,No Growth,Increased Competition,Highly Unlikely
3848,66,Female,Europe,135370,13.52,5,Low Impact,No Growth,Decreased Competition,Highly Unlikely
3849,28,Female,North America,79007,19.22,10,Moderate Impact,Significant Growth,Decreased Competition,Highly Unlikely
3850,27,Other,South America,74126,4.29,11,High Impact,Negative Impact,Decreased Competition,Unlikely
3851,58,Other,Asia,151508,8.92,3,Low Impact,No Growth,No Change,Highly Unlikely
3852,22,Male,Australia,42952,24.74,8,Moderate Impact,No Growth,Increased Competition,Highly Unlikely
3853,25,Other,Asia,177788,23.2,6,Moderate Impact,Moderate Growth,Increased Competition,Highly Likely
3854,60,Female,South America,75628,15.99,13,High Impact,Moderate Growth,Decreased Competition,Likely
3855,38,Female,Australia,150921,8.56,11,Low Impact,No Growth,Decreased Competition,Unlikely
3856,43,Male,Europe,86085,22.05,4,High Impact,Significant Growth,No Change,Highly Unlikely
3857,41,Female,South America,134351,14.63,12,Low Impact,Negative Impact,No Change,Highly Likely
3858,54,Other,South America,86565,20.0,14,Low Impact,No Growth,No Change,Likely
3859,48,Female,Europe,59457,17.45,18,Low Impact,No Growth,Increased Competition,Highly Likely
3860,45,Female,South America,95305,1.97,4,High Impact,Moderate Growth,Decreased Competition,Unlikely
3861,29,Male,Europe,37111,5.49,7,Low Impact,Negative Impact,Increased Competition,Likely
3862,67,Female,Asia,128901,4.05,13,Moderate Impact,Negative Impact,Decreased Competition,Highly Likely
3863,57,Other,Asia,124073,10.27,15,No Impact,Significant Growth,Decreased Competition,Unlikely
3864,20,Female,Asia,76529,28.98,6,No Impact,Significant Growth,Increased Competition,Highly Likely
3865,40,Female,Australia,100701,20.76,13,No Impact,No Growth,Decreased Competition,Highly Likely
3866,35,Other,North America,33886,20.91,16,Moderate Impact,Negative Impact,Increased Competition,Unlikely
3867,32,Female,Europe,32700,12.27,12,Low Impact,Moderate Growth,No Change,Unlikely
3868,19,Male,North America,168966,21.73,1,Moderate Impact,Negative Impact,No Change,Likely
3869,53,Male,South America,174622,8.32,11,High Impact,Negative Impact,Decreased Competition,Highly Unlikely
3870,25,Other,Asia,95058,15.24,14,High Impact,No Growth,No Change,Highly Likely
3871,30,Female,North America,109102,22.95,9,No Impact,Moderate Growth,No Change,Highly Unlikely
3872,68,Male,Europe,81308,22.37,12,Moderate Impact,Negative Impact,Increased Competition,Likely
3873,49,Male,South America,87568,17.09,9,Low Impact,No Growth,Increased Competition,Unlikely
3874,27,Other,Australia,68034,7.25,0,Moderate Impact,No Growth,No Change,Unlikely
3875,56,Female,Europe,114980,1.63,4,Moderate Impact,Negative Impact,Decreased Competition,Highly Unlikely
3876,46,Male,Australia,72094,4.56,18,Low Impact,No Growth,No Change,Highly Unlikely
3877,42,Male,Asia,143615,25.23,13,Moderate Impact,No Growth,Increased Competition,Highly Likely
3878,52,Female,Europe,72167,22.79,2,No Impact,Moderate Growth,Increased Competition,Highly Unlikely
3879,21,Female,Australia,39141,17.39,12,High Impact,Negative Impact,Decreased Competition,Unlikely
3880,62,Male,Australia,126589,5.29,18,High Impact,Significant Growth,Decreased Competition,Likely
3881,21,Other,South America,184116,2.15,2,No Impact,Significant Growth,No Change,Likely
3882,46,Female,North America,111279,8.0,14,High Impact,Negative Impact,Increased Competition,Likely
3883,58,Female,South America,61189,1.65,6,Moderate Impact,No Growth,Increased Competition,Highly Likely
3884,52,Male,Australia,112459,5.56,1,No Impact,No Growth,Increased Competition,Unlikely
3885,26,Male,North America,118336,11.72,10,High Impact,Significant Growth,Increased Competition,Likely
3886,58,Other,Asia,48347,9.84,18,Moderate Impact,No Growth,Decreased Competition,Highly Likely
3887,27,Other,Europe,39283,4.19,11,High Impact,Significant Growth,Decreased Competition,Unlikely
3888,62,Male,North America,148284,20.69,11,Moderate Impact,Significant Growth,No Change,Highly Likely
3889,63,Female,Asia,51184,18.74,14,No Impact,No Growth,No Change,Highly Likely
3890,64,Female,Asia,186721,20.08,16,Moderate Impact,Negative Impact,Decreased Competition,Highly Unlikely
3891,41,Female,South America,42581,6.56,12,No Impact,No Growth,Decreased Competition,Highly Unlikely
3892,27,Other,Australia,181694,20.14,16,Low Impact,No Growth,No Change,Likely
3893,28,Other,Asia,30468,28.64,4,Low Impact,No Growth,Decreased Competition,Likely
3894,35,Female,Europe,135740,6.87,5,No Impact,No Growth,Increased Competition,Likely
3895,57,Other,Australia,78690,12.04,16,Moderate Impact,Negative Impact,No Change,Unlikely
3896,69,Other,South America,87160,17.19,9,Moderate Impact,No Growth,No Change,Unlikely
3897,69,Other,South America,98051,2.8,16,Low Impact,No Growth,Increased Competition,Highly Unlikely
3898,35,Male,North America,134929,11.85,17,Low Impact,Negative Impact,Decreased Competition,Highly Likely
3899,47,Female,Europe,170447,2.71,13,Low Impact,Significant Growth,Decreased Competition,Unlikely
3900,55,Male,Europe,182372,18.3,10,Low Impact,Significant Growth,No Change,Likely
3901,26,Female,South America,155705,3.33,11,Low Impact,Negative Impact,No Change,Likely
3902,69,Female,Europe,113958,17.47,14,Moderate Impact,Significant Growth,Increased Competition,Highly Likely
3903,29,Male,Asia,114503,21.15,5,Low Impact,Significant Growth,Increased Competition,Highly Unlikely
3904,55,Other,North America,67013,6.28,8,High Impact,Significant Growth,Increased Competition,Unlikely
3905,57,Male,North America,90612,24.92,9,Low Impact,Significant Growth,No Change,Highly Likely
3906,61,Male,Australia,87022,25.62,7,High Impact,Moderate Growth,No Change,Highly Likely
3907,42,Female,South America,171104,6.95,10,Moderate Impact,No Growth,No Change,Highly Unlikely
3908,33,Female,Australia,32489,28.54,13,High Impact,Significant Growth,Increased Competition,Unlikely
3909,29,Female,Australia,141255,20.41,10,High Impact,Significant Growth,No Change,Unlikely
3910,54,Male,North America,169139,22.69,18,Moderate Impact,Moderate Growth,Increased Competition,Highly Likely
3911,34,Male,Europe,79179,17.3,11,High Impact,No Growth,Increased Competition,Likely
3912,24,Other,Europe,116641,1.55,8,High Impact,No Growth,Decreased Competition,Highly Unlikely
3913,59,Female,North America,89014,24.85,5,High Impact,No Growth,Increased Competition,Unlikely
3914,22,Female,North America,177277,22.83,17,High Impact,No Growth,Increased Competition,Highly Likely
3915,37,Female,Europe,188700,15.66,18,No Impact,No Growth,Increased Competition,Unlikely
3916,27,Male,Asia,33527,15.77,9,Low Impact,No Growth,Increased Competition,Highly Likely
3917,60,Other,Australia,135282,25.32,4,Low Impact,Moderate Growth,Decreased Competition,Unlikely
3918,60,Female,Asia,140586,12.9,15,Moderate Impact,No Growth,Decreased Competition,Unlikely
3919,53,Male,South America,189881,9.24,9,Moderate Impact,No Growth,No Change,Highly Likely
3920,44,Male,Australia,87189,1.31,9,Moderate Impact,Significant Growth,Decreased Competition,Unlikely
3921,59,Male,South America,88608,9.1,3,Low Impact,Moderate Growth,Decreased Competition,Likely
3922,29,Male,South America,59754,25.65,15,No Impact,Negative Impact,Decreased Competition,Unlikely
3923,60,Female,South America,191240,24.36,12,Moderate Impact,Moderate Growth,No Change,Highly Unlikely
3924,47,Other,North America,167927,23.54,4,High Impact,No Growth,Decreased Competition,Unlikely
3925,23,Female,North America,105288,21.83,18,No Impact,Moderate Growth,No Change,Highly Unlikely
3926,50,Female,Europe,166397,27.22,16,No Impact,Moderate Growth,Increased Competition,Likely
3927,68,Other,South America,182619,28.45,1,Moderate Impact,Moderate Growth,No Change,Highly Likely
3928,64,Female,Australia,181014,4.25,12,No Impact,Negative Impact,Decreased Competition,Unlikely
3929,31,Female,Asia,61391,20.31,1,Low Impact,No Growth,Decreased Competition,Unlikely
3930,46,Female,Australia,157407,21.72,19,Moderate Impact,Negative Impact,Decreased Competition,Highly Unlikely
3931,59,Male,North America,137164,9.5,15,Moderate Impact,Negative Impact,No Change,Unlikely
3932,61,Other,North America,103560,18.51,18,High Impact,Negative Impact,No Change,Highly Likely
3933,51,Other,South America,113486,15.7,11,High Impact,Significant Growth,Decreased Competition,Likely
3934,20,Other,North America,44907,24.54,5,Low Impact,No Growth,Decreased Competition,Highly Likely
3935,51,Male,Europe,153340,6.67,4,High Impact,Significant Growth,Increased Competition,Unlikely
3936,59,Other,Europe,27498,11.02,0,No Impact,Moderate Growth,Decreased Competition,Unlikely
3937,46,Other,North America,169566,22.22,2,No Impact,No Growth,Decreased Competition,Highly Unlikely
3938,66,Male,North America,114196,1.24,9,High Impact,Significant Growth,Increased Competition,Highly Likely
3939,64,Male,North America,33078,21.04,0,Moderate Impact,Moderate Growth,No Change,Unlikely
3940,42,Other,Europe,37389,2.31,17,High Impact,Significant Growth,No Change,Unlikely
3941,43,Male,Australia,74017,11.36,13,Moderate Impact,No Growth,No Change,Likely
3942,48,Male,South America,78629,5.54,17,Low Impact,Moderate Growth,Increased Competition,Highly Likely
3943,67,Male,Australia,139889,25.94,16,No Impact,Moderate Growth,Increased Competition,Highly Unlikely
3944,43,Male,Australia,85770,12.04,6,High Impact,Significant Growth,Increased Competition,Likely
3945,63,Other,North America,180445,27.37,0,Moderate Impact,Negative Impact,Decreased Competition,Unlikely
3946,50,Male,North America,82027,9.96,14,Low Impact,Negative Impact,Decreased Competition,Unlikely
3947,51,Other,South America,41208,24.22,14,Moderate Impact,No Growth,No Change,Unlikely
3948,28,Other,Asia,182079,25.76,6,No Impact,Negative Impact,Decreased Competition,Highly Likely
3949,43,Female,South America,78496,13.13,6,No Impact,Moderate Growth,Decreased Competition,Highly Unlikely
3950,32,Male,South America,101387,12.25,15,Low Impact,Negative Impact,No Change,Highly Likely
3951,57,Female,Australia,76793,12.33,18,Low Impact,Significant Growth,Increased Competition,Highly Likely
3952,48,Other,Europe,188327,12.72,12,Moderate Impact,Negative Impact,Increased Competition,Highly Unlikely
3953,38,Other,South America,73692,28.22,14,Moderate Impact,Negative Impact,No Change,Highly Likely
3954,44,Female,Asia,116836,22.3,1,High Impact,Moderate Growth,Increased Competition,Highly Unlikely
3955,44,Female,South America,154542,3.31,5,High Impact,Significant Growth,No Change,Likely
3956,62,Male,North America,156033,17.04,3,Moderate Impact,No Growth,Decreased Competition,Highly Unlikely
3957,55,Other,Australia,153989,4.23,13,High Impact,Moderate Growth,No Change,Likely
3958,20,Male,Asia,158964,5.11,3,Moderate Impact,Significant Growth,No Change,Highly Likely
3959,44,Male,Asia,66871,4.44,9,High Impact,Moderate Growth,Decreased Competition,Unlikely
3960,27,Female,Europe,40088,11.83,19,Moderate Impact,Moderate Growth,No Change,Likely
3961,51,Male,Asia,57393,27.7,16,No Impact,Significant Growth,No Change,Unlikely
3962,24,Other,Asia,99031,27.5,18,High Impact,Moderate Growth,No Change,Likely
3963,39,Male,Australia,177610,27.35,12,High Impact,Negative Impact,Decreased Competition,Unlikely
3964,26,Male,South America,164343,9.93,7,Moderate Impact,Negative Impact,Increased Competition,Highly Likely
3965,66,Female,Europe,197813,29.19,1,Moderate Impact,Negative Impact,No Change,Unlikely
3966,50,Male,Australia,143711,1.71,5,Low Impact,Significant Growth,No Change,Unlikely
3967,19,Male,South America,145660,7.81,4,Low Impact,No Growth,Increased Competition,Highly Likely
3968,64,Female,South America,135019,26.88,9,Moderate Impact,Moderate Growth,No Change,Highly Likely
3969,33,Female,North America,164279,28.04,3,Low Impact,Significant Growth,No Change,Highly Likely
3970,48,Male,North America,129215,22.84,14,No Impact,No Growth,No Change,Unlikely
3971,33,Female,South America,134944,3.83,6,High Impact,No Growth,Increased Competition,Highly Likely
3972,59,Other,North America,152773,28.14,10,Moderate Impact,Moderate Growth,Decreased Competition,Unlikely
3973,27,Other,South America,115174,15.66,1,Moderate Impact,Significant Growth,Decreased Competition,Highly Likely
3974,61,Female,North America,158374,2.01,10,Moderate Impact,Significant Growth,No Change,Highly Likely
3975,50,Male,Asia,150970,26.0,10,No Impact,No Growth,Increased Competition,Highly Unlikely
3976,34,Female,North America,64347,13.19,14,No Impact,Negative Impact,Decreased Competition,Highly Unlikely
3977,43,Female,Europe,145352,20.19,3,Moderate Impact,No Growth,Decreased Competition,Highly Unlikely
3978,37,Female,Australia,67652,18.97,9,No Impact,Significant Growth,Decreased Competition,Highly Unlikely
3979,35,Female,Asia,196261,4.96,18,High Impact,Moderate Growth,Increased Competition,Highly Likely
3980,23,Other,Asia,99684,22.12,17,Moderate Impact,Significant Growth,No Change,Likely
3981,56,Male,South America,112782,29.01,14,No Impact,No Growth,Increased Competition,Highly Unlikely
3982,53,Female,Asia,113233,8.27,13,Low Impact,Moderate Growth,Decreased Competition,Likely
3983,63,Female,Europe,193543,26.21,11,Low Impact,No Growth,No Change,Unlikely
3984,22,Male,South America,114997,6.7,9,Moderate Impact,Significant Growth,Decreased Competition,Highly Unlikely
3985,39,Male,Asia,76675,4.14,9,High Impact,Negative Impact,Increased Competition,Unlikely
3986,52,Other,South America,170173,15.2,7,Low Impact,Negative Impact,Decreased Competition,Likely
3987,66,Female,Asia,180668,2.46,8,High Impact,Significant Growth,Increased Competition,Unlikely
3988,37,Female,South America,163498,1.55,11,High Impact,Moderate Growth,Increased Competition,Highly Unlikely
3989,35,Other,Asia,125516,6.75,13,Moderate Impact,Significant Growth,Increased Competition,Highly Likely
3990,34,Female,South America,158844,22.77,17,No Impact,Significant Growth,Decreased Competition,Highly Likely
3991,59,Male,Europe,85338,9.43,7,Low Impact,Moderate Growth,No Change,Highly Likely
3992,62,Male,Europe,146334,24.09,6,Moderate Impact,No Growth,Increased Competition,Likely
3993,53,Female,Europe,28484,11.44,1,Low Impact,Moderate Growth,Decreased Competition,Highly Likely
3994,59,Other,Asia,27788,15.54,5,Moderate Impact,Significant Growth,No Change,Likely
3995,62,Male,Australia,134364,10.68,10,No Impact,No Growth,Decreased Competition,Highly Likely
3996,56,Female,Australia,149279,17.55,10,No Impact,Significant Growth,Decreased Competition,Likely
3997,25,Male,Asia,49070,27.95,0,High Impact,Significant Growth,Increased Competition,Unlikely
3998,54,Other,Asia,33154,5.36,7,High Impact,Moderate Growth,No Change,Highly Unlikely
3999,34,Other,Europe,54624,21.98,18,Moderate Impact,Moderate Growth,No Change,Highly Unlikely
4000,34,Female,North America,116094,5.96,6,Low Impact,Significant Growth,Increased Competition,Highly Likely
4001,51,Female,Europe,45322,20.54,11,No Impact,Negative Impact,No Change,Unlikely
4002,26,Male,South America,192398,4.67,9,No Impact,Moderate Growth,Increased Competition,Likely
4003,55,Male,Australia,198885,13.46,6,No Impact,Moderate Growth,Increased Competition,Unlikely
4004,66,Other,North America,49183,17.11,9,No Impact,Negative Impact,Decreased Competition,Highly Unlikely
4005,63,Other,North America,91864,10.44,13,High Impact,Significant Growth,Decreased Competition,Highly Unlikely
4006,56,Male,North America,95615,16.96,10,No Impact,Significant Growth,No Change,Highly Likely
4007,37,Male,Europe,102211,22.48,14,No Impact,Significant Growth,Increased Competition,Highly Unlikely
4008,36,Male,South America,140825,15.66,2,Moderate Impact,Negative Impact,Decreased Competition,Likely
4009,25,Male,South America,80856,23.36,19,Low Impact,Negative Impact,Decreased Competition,Highly Likely
4010,46,Male,Europe,43562,4.1,3,High Impact,No Growth,Decreased Competition,Highly Unlikely
4011,65,Other,Asia,42717,8.41,16,No Impact,Moderate Growth,Increased Competition,Highly Likely
4012,35,Male,Europe,187365,21.04,11,High Impact,Negative Impact,Decreased Competition,Likely
4013,55,Other,Asia,178915,15.74,3,Low Impact,Negative Impact,No Change,Highly Unlikely
4014,48,Male,Europe,165268,1.05,5,Moderate Impact,Significant Growth,Decreased Competition,Unlikely
4015,66,Male,South America,158119,15.83,8,No Impact,Significant Growth,Increased Competition,Highly Likely
4016,66,Male,South America,167822,13.89,1,Moderate Impact,Significant Growth,No Change,Unlikely
4017,26,Other,North America,180872,28.11,13,Moderate Impact,No Growth,Increased Competition,Highly Likely
4018,38,Male,Australia,124253,27.01,15,Low Impact,Significant Growth,No Change,Likely
4019,38,Other,Australia,155019,1.1,16,No Impact,Negative Impact,Increased Competition,Highly Likely
4020,40,Other,Australia,160224,2.26,5,No Impact,Significant Growth,Increased Competition,Likely
4021,50,Male,Asia,38211,11.27,19,Low Impact,No Growth,No Change,Highly Likely
4022,41,Other,South America,26170,28.06,11,No Impact,No Growth,Increased Competition,Likely
4023,67,Male,Asia,199210,3.25,18,Moderate Impact,No Growth,No Change,Unlikely
4024,25,Other,Australia,183528,3.57,12,Low Impact,Significant Growth,No Change,Unlikely
4025,33,Female,Asia,53862,5.96,12,Moderate Impact,Moderate Growth,Increased Competition,Highly Unlikely
